rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
290,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,161,0.0%,"$15,141",59,2017
291,Frelinghuysen Middle School,6-8,Morris School District,"1,121",31.7%,"$11,182",58.8,2017
292,Horace Mann Elementary School,1-8,North Bergen School District,"1,101",64.1%,"$4,973",58.7,2017
293,Thomas Jefferson Middle School,5-8,Teaneck School District,549,38.1%,"$10,765",58.7,2017
294,Jonas Salk Middle School,6-8,Old Bridge Township School District,984,21.2%,"$13,625",58.6,2017
295,Veterans Memorial Middle School,6-8,Brick Township Public School District,"1,093",27.8%,"$8,586",58.4,2017
296,Florence M. Gaudineer Middle School,6-8,Springfield Public School District,514,14.2%,"$12,020",58.3,2017
297,Allamuchy Township School,3-8,Allamuchy Township School District,272,6.6%,"$12,269",58.2,2017
298,Midland Park Junior/Senior High School,7-12,Midland Park School District,456,7.7%,"$19,201",58.1,2017
299,Northfield Community Middle School,5-8,Northfield City School District,422,22.5%,"$10,083",57.6,2017
300,Bloomfield Middle School,7-8,Bloomfield Township School District,931,46.6%,"$7,974",57.6,2017
301,Samuel S. Yellin Elementary School,4-8,Stratford School District,511,34.8%,"$12,787",57.1,2017
302,Midland School #1,"PK, KG-8",Rochelle Park School District,499,19.8%,"$14,087",57,2017
303,Glenfield Middle School,6-8,Montclair Public School District,640,18.3%,"$12,589",57,2017
304,Valley Road School,"PK, KG-8",Stanhope School District,316,15.5%,"$15,419",56.9,2017
305,Jefferson Township Middle School,6-8,Jefferson Township Public School District,773,11.6%,"$9,950",56.8,2017
306,Southern Regional Middle School,7-8,Southern Regional School District,941,24.5%,"$11,153",56.3,2017
307,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,464,72.2%,"$12,231",56.2,2017
308,Pride Academy Charter School,5-8,Pride Academy Charter School District,288,83.0%,"$7,531",56,2017
309,Chestnut Ridge Middle School,6-8,Washington Township School District,699,20.7%,"$11,674",56,2017
310,Renaissance Middle School at the Rand Building,6-8,Montclair Public School District,289,8.0%,"$18,417",56,2017
311,Roselle Park Middle School,6-8,Roselle Park Public School District,466,43.1%,"$7,441",56,2017
312,West Deptford Middle School,5-8,West Deptford Township School District,941,28.8%,"$11,057",56,2017
313,East Hanover Middle School,6-8,East Hanover Township School District,348,2.9%,"$15,443",55.9,2017
314,First Avenue School,"PK, KG-8",Newark Public School District,"1,157",79.8%,"$8,759",55.7,2017
315,Mannington Township Elementary School,"PK, KG-8",Mannington Township School District,158,30.4%,"$13,691",55.2,2017
316,Toms River Intermediate School North,6-8,Toms River Regional School District,"1,263",29.4%,"$7,203",54.9,2017
317,East Orange STEM Academy High School,6-12,East Orange School District,647,60.7%,"$12,197",54.8,2017
318,Deptford Township Middle School,7-8,Deptford Township Public School District,675,40.6%,"$9,192",54.8,2017
319,Spotswood Memorial Middle School,6-8,Spotswood Public School District,338,15.7%,"$11,377",54.5,2017
320,Nehaunsey Middle School,6-8,Greenwich Township School District,140,37.1%,$644,54.3,2017
321,Christa McAuliffe Middle School,6-8,Jackson Township School District,878,31.2%,"$13,417",54.3,2017
322,Dwight D Eisenhower Middle School,4-8,Berlin Township School District,302,53.3%,"$17,757",54.3,2017
323,T. E. Harrington Middle School,7-8,Mount Laurel Township School District,976,15.6%,"$8,234",54.2,2017
324,Lafayette Street School,"PK, KG-8",Newark Public School District,"1,175",81.1%,"$7,737",54.1,2017
325,Lincoln,"PK, KG-8",Garwood Boro,380,17.6%,"$11,448",53.7,2017
326,Lumberton Middle School,6-8,Lumberton Township Board of Education,532,19.5%,"$12,723",53.4,2017
327,Palisades Park Junior-Senior High School,7-12,Palisades Park School District,664,42.5%,"$14,384",53.4,2017
328,Christa McAuliffe School,"PK, KG-8",Jersey City Public Schools,"1,007",83.0%,"$10,643",53,2017
329,William G. Rohrer Middle School,6-8,Haddon Township School District,476,17.4%,"$13,973",53,2017
330,Dennis Township Elementary/Middle Schools,3-8,Dennis Township School District,283,29.0%,"$24,469",53,2017
331,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,298,17.4%,"$14,021",52.7,2017
332,Keyport Central School,"PK, KG-8",Keyport School District,685,56.5%,"$10,296",52.7,2017
333,Thomas Jefferson Middle School,4-8,Rockaway Borough School District,365,21.4%,"$8,950",52.6,2017
334,Woodrow Wilson Community School,"PK, KG-8",Bayonne School District,687,63.8%,"$12,061",52.6,2017
335,Bayshore Middle School,6-8,Middletown Township Public School District,653,15.2%,"$10,894",52.4,2017
336,Woodland Middle School,5-8,Barrington School District,265,28.7%,"$4,685",52.3,2017
337,Manchester Township Middle School,6-8,Manchester Township School District,667,33.6%,"$14,119",52.1,2017
338,Bordentown Regional Middle School,6-8,Bordentown Regional School District,592,0.5%,"$7,370",52.1,2017
339,Melvin H. Kreps Middle School,6-8,East Windsor Regional School District,"1,312",37.1%,"$12,750",52.1,2017
340,Copeland Middle School,6-8,Rockaway Township School District,817,14.0%,"$15,388",51.9,2017
341,TEAM Academy Charter School,K-12,TEAM Academy Charter School,"3,694",88.1%,"$11,261",51.7,2017
342,Kawameeh Middle School,6-8,Township of Union School District,678,28.8%,"$9,597",51.7,2017
343,Audubon Junior/Senior High School,7-12,Audubon Public School District,856,25.8%,"$13,420",51.6,2017
344,Bunker Hill Middle School,6-8,Washington Township School District,608,21.9%,"$12,244",51.2,2017
345,Richmond Avenue School,"PK, KG-8",Atlantic City School District,663,86.9%,"$12,517",51.1,2017
346,Quibbletown Middle School,6-8,Piscataway Township School District,541,36.8%,"$7,880",50.9,2017
347,Glen Meadow Middle School,6-8,Vernon Township School District,517,19.0%,"$11,241",50.7,2017
348,Martin Luther King Junior School,"PK, KG-8",Jersey City Public Schools,873,85.0%,"$9,613",50.7,2017
349,Alder Avenue Middle School,6-8,Egg Harbor Township School District,866,49.9%,"$14,148",50.1,2017
350,Maurice River Township School,"PK, KG-8",Maurice River Township School District,417,43.4%,"$11,252",50,2017
351,Robert Morris School,"PK, KG-8",South Bound Brook Public School District,447,46.3%,"$13,506",49.7,2017
352,Franklin Borough School,"PK, KG-8",Franklin Borough School District,462,36.8%,"$15,890",49.7,2017
353,Hammonton Middle School,6-8,Hammonton School District,923,40.2%,"$11,518",49.3,2017
354,Collingswood Middle School,6-8,Collingswood Public School District,359,34.5%,"$9,965",49.2,2017
355,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,864,81.0%,"$9,416",48.9,2017
356,Washington Community School #9,"PK, KG-8",Bayonne School District,699,62.2%,"$11,445",48.8,2017
357,Hamburg School,"PK, KG-8",Hamburg School District,247,22.7%,"$18,654",48.7,2017
358,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,550,60.4%,"$7,171",48.5,2017
359,South Plainfield Middle School,7-8,South Plainfield School District,560,30.9%,"$6,939",48.3,2017
360,Alfred C. MacKinnon Middle School,6-8,Wharton Borough School District,288,56.9%,"$11,173",48.2,2017
361,Chelsea Heights School,"PK, KG-8",Atlantic City School District,380,87.6%,"$13,190",48.2,2017
362,Hopewell Crest,"PK, KG-8",Hopewell Township School District,479,37.0%,"$10,794",48.1,2017
363,Churchill Junior High School,8-9,East Brunswick Township School District,"1,348",15.7%,"$10,489",48.1,2017
364,Williamstown Middle School,5-8,Monroe Township Public School District,"1,959",35.4%,"$5,079",47.9,2017
365,Union Hill Middle School,7-8,Union City School District,823,97.0%,"$10,040",47.9,2017
366,Charles J. Riley School 9,"PK, KG-8",Paterson Public School District,846,78.5%,"$10,479",47.8,2017
367,Sussex Middle School,6-8,Sussex-Wantage Regional School District,353,22.1%,"$12,149",47.7,2017
368,Memorial School,"PK, KG-8",Union Beach Public School District,596,33.7%,"$13,079",47.6,2017
369,John A. Carusi Middle School,6-8,Cherry Hill School District,920,35.3%,"$7,732",47.6,2017
370,Ridgefield Park Junior Senior High School,7-12,Ridgefield Park Public School District,"1,246",39.6%,"$15,040",47.6,2017
371,Horace Mann Community School,"PK, KG-8",Bayonne School District,604,47.8%,"$11,126",47.5,2017
372,Memorial Elementary School,5-8,Little Ferry Public School District,774,40.1%,"$10,561",47.4,2017
373,Pennsville Middle School,6-8,Pennsville School District,422,29.4%,"$12,249",47.1,2017
374,Long Pond School,5-8,Andover Regional School District,245,12.7%,"$17,040",47,2017
375,Memorial Middle School,6-8,Woodland Park School District,511,45.8%,"$13,806",46.9,2017
376,Burlington Township Middle School at Springside,6-8,Burlington Township School District,899,25.1%,"$9,651",46.7,2017
377,Emily C. Reynolds Middle School,6-8,Hamilton Township Public School District,950,29.2%,"$9,675",46.7,2017
378,Woodrow Wilson Middle School,6-8,Clifton Public School District,"1,204",50.0%,"$12,567",46.6,2017
379,Warren Hills Regional Middle School,7-8,Warren Hills Regional School District,634,21.1%,"$6,923",46.5,2017
380,Veterans Middle School,6-8,North Arlington School District,403,19.4%,"$7,568",46.3,2017
381,Wallington Junior Senior High School,7-12,Wallington Boro School District,555,31.9%,"$9,056",46.3,2017
382,Weehawken High School,7-12,Weehawken Public School District,552,39.7%,"$9,025",46.3,2017
383,Beverly City School District,"PK, KG-8",Beverly City School District,296,60.5%,"$14,330",46.3,2017
384,Alexander Batcho Intermediate School,5-8,Manville School District,314,47.5%,"$6,739",46,2017
385,Glen Landing Middle School,6-8,Gloucester Township Public Schools,749,28.2%,"$13,211",46,2017
386,Thorne Middle School,6-8,Middletown Township Public School District,742,22.2%,"$12,095",45.7,2017
387,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,592,16.6%,"$12,289",45.7,2017
388,Highland Park Middle School,6-8,Highland Park Boro School District,346,37.3%,"$10,200",45.6,2017
389,Galloway Township Middle School,7-8,Galloway Township Public School District,749,53.9%,"$7,079",45.6,2017
390,Benjamin Franklin Middle School,5-8,Teaneck School District,510,48.2%,"$10,012",45.5,2017
391,Quinton Township School,"PK, KG-8",Quinton Township School District,347,36.6%,"$11,907",45.4,2017
392,Colonia Middle School,6-8,Woodbridge Township School District,618,18.9%,"$9,026",45,2017
393,Mary J Donohoe Community School,"PK, KG-8",Bayonne School District,494,61.9%,"$11,493",44.9,2017
394,Mullica Township Middle School,5-8,Mullica Township School District,312,44.2%,"$7,419",44.8,2017
395,Wood-Ridge Junior/Senior High School,7-12,Wood-Ridge School District,599,22.7%,"$12,907",44.6,2017
396,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,261,36.4%,"$22,617",44.6,2017
397,Lacey Township Middle School,7-8,Lacey Township School District,678,29.4%,"$13,254",44.6,2017
398,Hazlet Middle School,7-8,Hazlet Township Public School District,466,17.8%,"$8,747",44.5,2017
399,Wilson Avenue School,K-8,Newark Public School District,"1,147",81.2%,"$8,387",44.4,2017
400,Link Community Charter School,5-8,Link Community Charter School,286,82.2%,"$12,874",44.4,2017
401,Middle School # 4,6-8,Jersey City Public Schools,804,76.4%,"$10,749",44.1,2017
402,Orchard Valley Middle School,6-8,Washington Township School District,526,32.5%,"$13,287",44,2017
403,Kittatinny Regional High School,7-12,Kittatinny Regional School District,"1,032",12.0%,"$18,501",43.8,2017
404,Sayreville Middle School,6-8,Sayreville School District,"1,384",37.1%,"$8,185",43.8,2017
405,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,055",63.8%,"$12,560",43.7,2017
406,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,332",87.7%,"$13,707",43.7,2017
407,Harmony Township School,"PK, KG-8",Harmony Township School District,248,14.5%,"$16,374",43.7,2017
408,Central Regional Middle School,7-8,Central Regional School District,757,33.7%,"$10,102",43.6,2017
409,Sussex Avenue School,"PK, KG-8",Newark Public School District,455,82.0%,"$9,703",42.8,2017
410,Richard M. Teitelman Middle School,7-8,Lower Cape May Regional School District,474,50.6%,"$14,823",42.5,2017
411,Lincoln Community School #5,"PK, KG-8",Bayonne School District,470,59.1%,"$15,194",42.5,2017
412,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,534,57.5%,"$15,538",42.3,2017
413,Julia A. Barnes School,"PK, KG-8",Jersey City Public Schools,306,88.2%,"$13,400",42.2,2017
414,Robert Fulton Elementary School,1-8,North Bergen School District,"1,233",66.9%,"$4,189",42.2,2017
415,Macopin Middle School,6-8,West Milford Township Public School District,526,16.7%,"$11,405",42.2,2017
416,Memorial Middle School,6-8,Elmwood Park School District,606,46.4%,"$6,790",42.1,2017
417,North Warren Regional School,7-12,North Warren Regional School District,879,9.9%,"$15,824",41.6,2017
418,James F. Murray School,"PK, KG-8",Jersey City Public Schools,866,77.6%,"$10,598",41.6,2017
419,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,657,59.5%,"$10,825",41.5,2017
420,Emma C Attales,5-8,Absecon Public Schools District,355,40.6%,"$8,518",41.1,2017
421,John M. Bailey Community School,"PK, KG-8",Bayonne School District,658,63.2%,"$10,468",40.9,2017
422,Chatsworth Elementary School,"PK, KG-8",Woodland Township School District,147,20.4%,"$15,535",40.8,2017
423,Russell O. Brackman Middle School,7-8,Barnegat Township School District,752,39.5%,"$4,828",40.7,2017
424,Toms River Intermediate School East,6-8,Toms River Regional School District,"1,367",23.0%,"$5,993",40.7,2017
425,Sussex County Technology Charter School,6-8,Sussex County Technology Charter School,215,0.0%,"$13,292",40.3,2017
426,William Shemin Midtown Community School #8,"PK, KG-8",Bayonne School District,"1,116",73.3%,"$8,530",40.2,2017
427,Margaret Mace Elementary School,"PK, KG-8",North Wildwood School District,253,53.4%,"$26,141",40,2017
428,School #6/Middle School,5-8,Cliffside Park School District,718,54.5%,"$11,829",40,2017
429,Ann A. Mullen Middle School,6-8,Gloucester Township Public Schools,904,33.8%,"$12,831",39.9,2017
430,Burnet Middle School,6-8,Township of Union School District,971,47.1%,"$8,436",39.9,2017
431,Anna L. Klein,"PK, KG-8",Guttenberg School District,"1,016",81.5%,"$11,321",39.8,2017
432,Robert L. Craig School,"PK, KG-8",Moonachie School District,315,48.9%,"$16,011",39.7,2017
433,Samuel M Ridgway Middle School,5-8,Edgewater Park Township School District,325,39.4%,"$14,109",39.7,2017
434,Sovereign Avenue School,"PK, KG-8",Atlantic City School District,756,92.7%,"$13,431",39.6,2017
435,Delran Middle School,6-8,Delran Township School District,718,25.2%,"$11,462",39.5,2017
436,Pinelands Regional Junior High School,7-8,Pinelands Regional School District,781,38.8%,"$15,596",39.5,2017
437,Lincoln Middle School,6-8,Dunellen Public School District,271,48.0%,"$4,501",39.5,2017
438,Alfred S. Faust,5-8,East Rutherford School District,337,38.6%,"$14,389",39.4,2017
439,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,817,85.6%,"$8,093",39.4,2017
440,Abington Avenue School,"PK, KG-8",Newark Public School District,849,86.2%,"$8,498",39.3,2017
441,Lincoln Elementary School,"PK, KG-8",North Bergen School District,"1,424",59.1%,"$7,656",38.9,2017
442,Freehold Intermediate School,6-8,Freehold Borough School District,469,72.7%,"$13,254",38.9,2017
443,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,404,32.9%,"$12,563",38.9,2017
444,Magnolia,"PK, KG-8",Magnolia School District,430,45.1%,"$15,707",38.8,2017
445,Lincoln Middle School,6-8,Hawthorne Public School District,560,27.5%,"$12,975",38.2,2017
446,Halsted Middle School,5-8,Newton Public School District,334,46.4%,"$8,163",38.2,2017
447,Hopatcong Middle School,4-7,Hopatcong Borough School District,339,28.0%,"$11,825",38.1,2017
448,Myron L. Powell Elementary School,"PK, KG-8",Lawrence Township School District,472,50.8%,"$12,218",38,2017
449,Franklin Middle School at Hamilton Street Campus,6-8,Franklin Township Public School District,"1,042",50.5%,"$13,093",38,2017
450,Dr. Albert Einstein Academy School No. 29,"PK, KG-8",Elizabeth Public Schools,823,81.0%,"$8,512",38,2017
451,Merchantville Elementary School,"PK, KG-8",Merchantville School District,402,38.8%,"$10,608",37.9,2017
452,Hackensack Middle School,5-8,Hackensack School District,"1,413",72.5%,"$13,905",37.5,2017
453,Deal Elementary School,K-8,Deal Boro School District,165,10.9%,"$16,125",37.4,2017
454,Bell Oaks Upper Elementary School,5-8,Bellmawr Public School District,457,52.5%,"$11,365",37.4,2017
455,Grace M. Breckwedel Middle School,6-8,Jamesburg Public School District,174,50.0%,"$10,563",37.3,2017
456,Walter F. Robinson Community School,"PK, KG-8",Bayonne School District,763,64.4%,"$10,239",37.2,2017
457,Kenneth R. Olson Middle School,5-8,Tabernacle Township School District,349,11.5%,"$10,423",37.2,2017
458,Union County TEAMS Charter School,K-12,Union County TEAMS Charter School-High School/College LA,394,61.2%,"$9,143",37,2017
459,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,566,73.1%,"$9,134",36.9,2017
460,West New York Middle School,7-8,West New York School District,"1,026",84.8%,"$8,996",36.9,2017
461,William Davies Middle School,6-8,Hamilton Township School District,"1,063",49.0%,"$8,975",36.7,2017
462,Red Bank Middle School,4-8,Red Bank Borough Public School District,579,88.6%,"$15,373",36.6,2017
463,Richard C Crockett Middle School,6-8,Hamilton Township Public School District,811,53.0%,"$9,929",36.5,2017
464,Victor Mravlag School No. 21,"PK, KG-8",Elizabeth Public Schools,641,49.0%,"$10,124",36.4,2017
465,Plainfield Academy For The Arts & Advanced Studies,7-12,Plainfield Public School District,399,70.7%,"$12,696",36.4,2017
466,Emerson Middle School,6-8,Union City School District,"1,009",92.8%,"$8,615",36.3,2017
467,Pitman Middle School,6-8,Pitman Boro School District,307,24.1%,"$10,895",36.2,2017
468,Oliver Street School,"PK, KG-8",Newark Public School District,"1,021",80.3%,"$8,360",36.1,2017
469,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,068",85.2%,"$9,624",36,2017
470,Franklin Elementary School,1-8,North Bergen School District,603,66.7%,"$5,450",35.9,2017
471,Pine Hill Middle School,6-8,Pine Hill School District,327,59.0%,"$10,061",35.7,2017
472,Toms River Intermediate School South,6-8,Toms River Regional School District,"1,082",36.1%,"$7,586",35.1,2017
473,McKinley Elementary School,K-8,North Bergen School District,386,70.7%,"$7,659",35,2017
474,Ridge Street School,K-8,Newark Public School District,714,84.5%,"$10,099",35,2017
475,Forest Street Community Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,399,73.4%,"$9,797",34.9,2017
476,Henry E. Harris Community School,"PK, KG-8",Bayonne School District,669,58.0%,"$10,495",34.8,2017
477,F. W. Holbein Middle School,5-8,Mount Holly Township Public School District,316,53.2%,"$14,990",34.7,2017
478,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,376,43.1%,"$10,953",34.3,2017
479,School 25,"PK, KG-8",Paterson Public School District,571,79.3%,"$8,314",33.8,2017
480,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,495,82.4%,"$9,454",33.5,2017
481,Alpha Borough School,"PK, KG-8",Alpha Borough School District,194,31.4%,"$12,813",32.9,2017
482,The Ethical Community Charter School,K-8,The Ethical Community Charter School,369,37.9%,"$8,303",32.3,2017
483,Carteret Middle School,6-8,Carteret Public School District,816,72.7%,"$4,929",32.1,2017
484,Jordan Road Elementary School,4-8,Somers Point School District,530,65.7%,"$17,522",32.1,2017
485,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,255,15.3%,"$13,548",31.8,2017
486,Texas Avenue School,K-8,Atlantic City School District,565,95.9%,"$12,119",31.8,2017
487,Woodlynne Boro Public School,"PK, KG-8",Woodlynne School District,384,89.8%,"$13,716",31.7,2017
488,Woodbridge Middle School,6-8,Woodbridge Township School District,523,45.3%,"$10,503",31.4,2017
489,Somerdale Park School,"PK, KG-8",Somerdale School District,499,32.1%,"$12,807",31.3,2017
490,Memorial Middle School,7-8,Eatontown Public School District,223,42.2%,"$17,722",31,2017
491,Somerville Middle School,6-8,Somerville Public School District,382,45.5%,"$12,292",30.9,2017
492,Gilmore J Fisher Middle School,6-8,Ewing Township School District,764,49.1%,"$18,033",30.8,2017
493,Raymond W. Kershaw School,"PK, KG-8",Mt. Ephraim School District,177,39.5%,"$14,642",30.5,2017
494,Charles W. Lewis Middle School,6-8,Gloucester Township Public Schools,639,59.0%,"$14,794",30.2,2017
495,Florence Riverfront School,4-8,Florence Township School District,722,25.3%,"$8,562",30,2017
496,Elsinboro Township School,K-8,Elsinboro Township School District,129,49.6%,"$14,031",29.8,2017
497,South River Middle School,6-8,South River Public School District,536,45.7%,"$10,158",29.8,2017
498,University Heights Charter School,"PK, KG-8",University Heights Charter School,696,79.3%,"$9,462",29.8,2017
499,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,402,37.3%,"$7,019",29.4,2017
500,Glassboro Intermediate School,7-8,Glassboro School District,303,50.8%,,29.1,2017
501,Millville Public Charter School,K-8,Millville Public Charter School,306,39.9%,"$8,381",29.1,2017
502,Washington Middle School,6-8,Harrison Public Schools,456,78.9%,"$14,511",29,2017
503,iPrep Academy School No 8,K-8,Elizabeth Public Schools,428,84.6%,"$9,452",28.9,2017
504,Howard M. Phifer Middle School,6-8,Pennsauken Township Board of Education School District,773,68.2%,"$9,290",28.6,2017
505,Cicely L. Tyson Community Middle/High School,6-12,East Orange School District,741,55.7%,"$14,501",28.2,2017
506,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,712,81.6%,"$9,480",28.2,2017
507,Mary E. Volz Elementary School,4-8,Runnemede Public School District,501,37.1%,"$14,093",28,2017
508,The Village Charter School,K-8,The Village Charter School,360,82.5%,"$10,151",27.9,2017
509,Veterans Memorial Middle,6-8,Vineland Public School District,742,65.8%,"$13,388",27.7,2017
510,Christopher Columbus Middle School,6-8,Clifton Public School District,"1,220",67.2%,"$12,843",27.6,2017
511,Albert E Grice Middle School,6-8,Hamilton Township Public School District,894,45.7%,"$8,847",27.6,2017
512,Middle Township Elementary #4,6-8,Middle Township Public School District,541,41.2%,"$11,804",27.3,2017
513,Burlington City High School,7-12,Burlington City Public School District,690,57.2%,"$20,674",27.3,2017
514,Grace Wilday Junior High School,7-8,Roselle Public School District,431,71.0%,"$12,239",27,2017
515,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,K-10,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,113,94.7%,"$12,672",26.8,2017
516,Elmora School No. 12,"PK, KG-8",Elizabeth Public Schools,683,79.5%,"$9,954",26.7,2017
517,Clayton Middle School,6-8,Clayton Public School District,307,51.8%,"$9,678",26.6,2017
518,Woodbury Junior-Senior High School,6-12,Woodbury City Public School District,723,63.9%,"$15,502",26.4,2017
519,Community Charter School of Paterson,K-8,Community Charter School of Paterson,892,86.8%,"$10,771",26.3,2017
520,Benjamin Banneker Preparatory Charter School,K-8,Benjamin Banneker Preparatory Charter School,176,63.6%,"$8,406",25.9,2017
521,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,"1,026",83.1%,"$8,896",25.5,2017
522,Paul Robeson Charter School for the Humanities,3-8,Paul Robeson Charter School for the Humanities,380,94.5%,"$12,952",24.8,2017
523,Phillipsburg Middle School,6-8,Phillipsburg School District,578,71.3%,"$14,763",24.7,2017
524,Joseph E. Soehl Middle School,6-8,Linden Public School District,592,68.1%,"$9,465",24.6,2017
525,Fords Middle School,6-8,Woodbridge Township School District,668,50.7%,"$8,737",24.5,2017
526,School 3,K-8,Paterson Public School District,434,86.2%,"$8,917",24.5,2017
527,Walnut Street School,6-8,Delanco Township School District,142,35.2%,"$6,370",24.3,2017
528,School 26,"PK, KG-8",Paterson Public School District,569,64.3%,"$8,427",24.2,2017
529,Franklin L. Williams School,6-8,Jersey City Public Schools,834,86.9%,"$12,649",24.2,2017
530,Joseph H. Brensinger School,"PK, KG-8",Jersey City Public Schools,"1,267",85.2%,"$9,638",24,2017
531,Belleville Middle School,7-8,Belleville Public School District,974,66.5%,,24,2017
532,Bradley Beach Elementary School,"PK, KG-8",Bradley Beach School District,287,36.2%,"$15,320",24,2017
533,Avenel Middle School,6-8,Woodbridge Township School District,570,50.7%,"$9,251",23.8,2017
534,Dr Lena Edwards Academic Charter School,K-8,Dr Lena Edwards Academic Charter School,387,89.4%,"$10,336",23.6,2017
535,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,330,56.1%,"$13,921",23.6,2017
536,Myles J. McManus MIddle School,6-8,Linden Public School District,696,51.1%,"$9,022",23.5,2017
537,Buena Regional Middle School,6-8,Buena Regional School District,406,58.1%,"$12,071",23.5,2017
538,Oxford Central School,"PK, KG-8",Oxford Township School District,295,16.6%,"$14,106",23,2017
539,Woodrow Wilson,"PK, KG-8",Neptune City School District,325,58.8%,"$16,187",23,2017
540,Woodruff Middle School,6-8,Upper Deerfield Township School District,293,57.7%,"$13,513",23,2017
541,Landis Middle School,7-8,Vineland Public School District,218,89.4%,,23,2017
542,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,832,83.1%,"$10,502",22.9,2017
543,Maple Shade High School,7-12,Maple Shade School District,853,39.4%,"$9,391",22.9,2017
544,Whitney E. Houston Academy,"PK, KG-8",East Orange School District,368,55.2%,"$15,694",22.9,2017
545,Wildwood Middle School,6-8,Wildwood City School District,163,86.5%,"$19,878",22.9,2017
546,Lincoln Middle School,7-8,Kearny,903,59.2%,"$7,850",22.7,2017
547,Jersey City Community Charter School,K-8,Jersey City Community Charter School,561,81.3%,"$5,983",21.9,2017
548,Long Branch Middle School,6-8,LONG BRANCH PUBLIC SCHOOL District,"1,138",76.1%,"$11,016",21.9,2017
549,Lincoln School,5-8,Fairview Public School District,666,78.2%,"$10,180",21.9,2017
550,Dr. Charles P. DeFuccio School,"PK, KG-8",Jersey City Public Schools,397,85.9%,"$16,245",21.1,2017
551,West Avenue School,K-8,Bridgeton City School District,701,56.6%,"$12,057",20.9,2017
552,Hope Academy Charter School,K-8,Hope Academy Charter School,206,93.2%,"$7,849",20.7,2017
553,Prospect Park School No. 1,"PK, KG-8",Prospect Park Public School District,923,62.6%,"$11,282",20.6,2017
554,Walter O. Krumbiegel Middle School,7-8,Hillside Public School District,628,69.6%,"$8,834",20.6,2017
555,Mahatma K. Gandhi School,"PK, KG-8",Jersey City Public Schools,"1,462",74.4%,"$10,107",20.3,2017
556,Gateway Regional High School,7-12,Gateway Regional High School District,951,32.6%,"$16,391",20.3,2017
557,Rahway 7th & 8th Grade Academy,7-8,Rahway Public School District,554,42.6%,"$13,603",20.2,2017
558,Samuel E. Shull Middle School,5-8,Perth Amboy Public School District,"1,456",85.9%,"$12,637",20,2017
559,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,727,64.0%,"$9,475",19.9,2017
560,Alice Costello Elementary School,"PK, KG-8",Brooklawn Public School District,307,54.7%,"$12,492",19.9,2017
561,Rafael Cordero y Molina,"PK, KG-8",Jersey City Public Schools,813,47.0%,"$10,087",19.9,2017
562,Winslow Township Middle School,7-8,Winslow Township School District,767,56.7%,"$11,293",19.6,2017
563,Heywood Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,374,65.5%,"$11,274",19.5,2017
564,Joseph Battin School No 4,K-8,Elizabeth Public Schools,862,87.1%,"$10,619",19.2,2017
565,School 24,"PK, KG-8",Paterson Public School District,846,79.4%,"$7,719",19,2017
566,Janis E. Dismus Middle School,6-8,Englewood Public School District,384,63.3%,"$11,153",19,2017
567,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,448,35.5%,"$11,278",18.8,2017
568,Helen A. Fort Middle School,7-8,Pemberton Township School District,"1,030",45.3%,"$18,350",18.5,2017
569,Peshine Avenue School,"PK, KG-8",Newark Public School District,715,78.9%,"$11,004",18.4,2017
570,Belvidere Elementary School,"PK, KG-8",Belvidere School District,160,20.0%,"$16,862",18.3,2017
571,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,410,61.2%,"$11,933",18.2,2017
