rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
285,Innovation High School,9-12,Jersey City Public Schools,312,60.6%,"$9,809",27,2020
286,Belleville High School,9-12,Belleville Public School District,"1,358",54.0%,,26.9,2020
287,Gloucester City High School,9-12,Gloucester City Public School District,587,58.6%,"$11,344",26.9,2020
288,Franklin High School,9-12,Franklin Township Public School District,"2,168",42.6%,"$8,609",26.7,2020
289,Pennsauken High School,9-12,Pennsauken Township Board of Education School District,"1,397",,"$10,909",26.5,2020
290,Timber Creek Regional High School,9-12,Black Horse Pike Regional School District,"1,187",26.4%,"$10,893",26.1,2020
291,Pennsville Memorial High School,9-12,Pennsville School District,438,28.1%,"$16,929",26,2020
292,Kearny High School,9-12,Kearny,"1,750",54.6%,"$9,102",25.9,2020
293,Deptford Township High School,9-12,Deptford Township Public School District,"1,009",38.1%,"$8,367",25.9,2020
294,Roselle Park High School,9-12,Roselle Park Public School District,609,33.8%,"$10,753",25.9,2020
295,Manville High School,9-12,Manville School District,450,42.2%,"$10,806",25.6,2020
296,Clifton High School,9-12,Clifton Public School District,"2,891",55.6%,"$12,104",25.2,2020
297,Rosa L. Parks School of Fine and Performing Arts,9-12,Paterson Public School District,238,56.3%,"$17,357",25.1,2020
298,Clayton High School,9-12,Clayton Public School District,420,44.3%,"$8,878",25.1,2020
299,The Barack Obama Green Charter High School,9-12,The Barack Obama Green Charter High School District,240,80.4%,"$9,321",24.5,2020
300,Linden High School,9-12,Linden Public School District,"1,729",43.8%,"$8,990",24.2,2020
201,High Point Regional High School District,9-12,High Point Regional High School District,841,16.5%,"$18,626",41.6,2020
202,Bergenfield High School,9-12,Bergenfield Borough School District,"1,203",32.3%,"$12,671",41.2,2020
203,Wood-Ridge Junior/Senior High School,7-12,Wood-Ridge School District,544,18.6%,"$12,907",40.7,2020
204,Collingswood High School,9-12,Collingswood Public School District,747,39.2%,"$11,007",40.5,2020
205,West Orange High School,9-12,West Orange Public Schools,"2,183",43.0%,"$12,571",40.2,2020
206,Belvidere High School,9-12,Belvidere School District,367,14.2%,"$12,744",39.5,2020
207,Middletown High School North,9-12,Middletown Township Public School District,"1,429",17.1%,"$9,145",39.4,2020
208,Henry P. Becton Regional High School,9-12,Carlstadt-East Rutherford Regional High School District,576,31.8%,"$16,979",38.9,2020
209,Hawthorne High School,9-12,Hawthorne Public School District,631,29.5%,"$12,194",38.8,2020
210,Woodstown High School,9-12,Woodstown-Pilesgrove Regional School District,579,18.5%,"$6,718",38.5,2020
211,Bordentown Regional High School,9-12,Bordentown Regional School District,766,0.5%,"$8,561",38.5,2020
212,Arthur L. Johnson High School,9-12,Clark Township Public School District,713,5.3%,"$13,478",38.3,2020
213,Secaucus High School,9-12,Secaucus School District,594,27.8%,"$12,407",38.1,2020
214,Lyndhurst High School,9-12,Lyndhurst Public School District,760,20.8%,"$9,965",38.1,2020
215,North Arlington High School,9-12,North Arlington School District,548,23.0%,"$9,528",37.9,2020
216,Bloomfield High School,9-12,Bloomfield Township School District,"1,909",39.5%,"$9,303",37.8,2020
217,Camden County Technical School-GTC,9-12,Camden County Technical School District,"1,463",44.8%,"$16,079",37.7,2020
218,New Milford High School,9-12,New Milford Public School District,583,9.1%,"$12,896",37.4,2020
219,Burlington County Institute of Technology - Westampton,9-12,Burlington County Institute of Technology School District,"1,241",40.0%,"$8,041",37.4,2020
220,Butler High School,9-12,Butler Public School District,443,17.8%,"$20,105",37.4,2020
221,Wallington Junior Senior High School,7-12,Wallington Boro School District,578,27.9%,"$9,056",36.9,2020
222,Passaic Preparatory Academy,6-12,Passaic City School District,817,100.0%,"$9,290",36.4,2020
223,Dunellen High School,9-12,Dunellen Public School District,350,46.0%,"$7,075",36.3,2020
224,Red Bank Regional High School,9-12,Red Bank Regional School District,"1,288",31.1%,"$16,802",36.2,2020
225,Palisades Park Junior-Senior High School,7-12,Palisades Park School District,756,49.5%,"$14,384",36.2,2020
226,Toms River High School East,9-12,Toms River Regional School District,"1,526",20.8%,"$7,815",35.9,2020
227,South River High School,9-12,South River Public School District,722,49.3%,"$9,035",35.9,2020
228,Lower Cape May Regional High School,9-12,Lower Cape May Regional School District,750,26.1%,"$16,326",35.7,2020
229,Palmyra High School,9-12,Palmyra Public School District,378,29.1%,"$10,185",35.6,2020
230,Academy of Career and Technical Education,9-12,Hudson County Schools of Technology School District,93,48.4%,,35.6,2020
231,Bard Early College High School,9-12,Newark Public School District,406,68.7%,"$10,089",35.4,2020
232,Lacey Township High School,9-12,Lacey Township School District,"1,240",24.8%,"$17,735",35.3,2020
233,North Brunswick Township High School,9-12,North Brunswick Township School District,"1,883",36.3%,"$9,061",35,2020
234,Absegami High School,9-12,Greater Egg Harbor Regional High School District,"1,132",51.0%,"$9,824",34.7,2020
235,Essex County Newark Technical,9-12,Essex County Schools of Technology,716,71.6%,"$7,912",34.6,2020
236,Hopatcong High School,8-12,Hopatcong Borough School District,499,28.1%,"$13,636",34.4,2020
237,Woodbridge High School,9-12,Woodbridge Township School District,"1,540",40.1%,"$8,691",34.2,2020
238,David Brearley Middle/High School,7-12,Kenilworth School District,775,21.8%,"$8,540",34,2020
239,Burlington County Institute of Technology - Medford,9-12,Burlington County Institute of Technology School District,896,29.4%,"$10,255",33.6,2020
240,Dover High School,9-12,Dover Public School District,"1,029",69.6%,"$6,019",33.6,2020
241,Pitman High School,9-12,Pitman Boro School District,343,6.7%,"$11,990",33.5,2020
242,Hamilton West-Watson,9-12,Hamilton Township Public School District,"1,274",44.8%,"$9,849",33.4,2020
243,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,087",80.2%,"$11,069",33.3,2020
244,Newton High School,9-12,Newton Public School District,719,20.7%,"$10,627",32.9,2020
245,Willliamstown High School,9-12,Monroe Township Public School District,"1,837",28.7%,"$6,210",32.9,2020
246,Bogota Junior/Senior High School,8-12,Bogota Public School District,525,45.0%,"$9,163",32.7,2020
247,Cliffside Park High School,9-12,Cliffside Park School District,"1,181",47.8%,"$11,311",32.6,2020
248,South Amboy Middle/High School,6-12,South Amboy School District,559,42.2%,"$10,459",32.4,2020
249,Teaneck High School,9-12,Teaneck School District,"1,210",34.0%,"$10,712",32.3,2020
250,Raritan High School,9-12,Hazlet Township Public School District,893,17.7%,"$9,618",32.3,2020
251,Ocean Township High School,9-12,Township of Ocean School District,"1,028",24.6%,"$11,226",32.1,2020
252,Middlesex High School,9-12,Middlesex Borough School District,619,31.5%,"$11,917",31.9,2020
253,Union High School,9-12,Township of Union School District,"2,182",37.9%,"$8,460",31.9,2020
254,Hammonton High School,9-12,Hammonton School District,"1,377",22.0%,"$9,983",31.5,2020
255,Monmouth Regional High School,9-12,Monmouth Regional High School,953,23.8%,"$19,654",31,2020
256,Ridgefield Park Junior Senior High School,7-12,Ridgefield Park Public School District,"1,189",37.0%,"$15,040",31,2020
257,Barnegat High School,9-12,Barnegat Township School District,951,36.3%,"$6,736",30.9,2020
258,Hamilton North - Nottingham,9-12,Hamilton Township Public School District,"1,000",49.4%,"$10,323",30.7,2020
259,Jackson Liberty High School,9-12,Jackson Township School District,"1,137",33.4%,"$8,996",30.4,2020
260,Sterling High School,9-12,Sterling Regional School District,912,34.9%,"$12,772",30.2,2020
261,Passaic Valley Regional High School,9-12,Passaic Valley Regional High School District #1,"1,036",29.7%,"$15,358",30.1,2020
262,Arts High School,9-12,Newark Public School District,614,69.9%,"$12,717",30.1,2020
263,Ewing High School,9-12,Ewing Township School District,"1,080",44.2%,"$14,002",29.8,2020
264,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,880",83.6%,"$13,707",29.8,2020
265,Carteret High School,9-12,Carteret Public School District,966,68.1%,"$5,770",29.7,2020
266,West Milford High School,9-12,West Milford Township Public School District,953,14.5%,"$13,162",29.7,2020
267,Cicely L. Tyson Community Middle/High School,6-12,East Orange School District,742,69.1%,"$14,501",29.6,2020
268,Pinelands Regional High School,9-12,Pinelands Regional School District,"1,036",40.7%,"$17,248",29.5,2020
269,Hackensack High School,9-12,Hackensack School District,"1,806",53.3%,"$14,756",29.5,2020
270,Boonton High School,9-12,Boonton Town Public School District,636,29.6%,"$12,531",29.5,2020
271,Camden County Technical School-Pennsauken,9-12,Camden County Technical School District,782,76.2%,"$15,466",29.4,2020
272,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,943,79.7%,"$9,134",29.2,2020
273,Alexander Hamilton Preparatory Academy,9-12,Elizabeth Public Schools,"1,000",73.0%,"$9,044",29.1,2020
274,Bayonne High School,9-12,Bayonne School District,"2,490",48.8%,"$11,865",29,2020
275,Toms River High School South,9-12,Toms River Regional School District,"1,362",24.3%,"$7,311",29,2020
276,Hunterdon Polytech Bartles Corner Campus,9-12,Hunterdon County Vocational School District,19,15.8%,"$9,534",29,2020
277,Woodbury Junior-Senior High School,6-12,Woodbury City Public School District,768,62.0%,"$15,502",28.8,2020
278,Jefferson Township High School,9-12,Jefferson Township Public School District,899,10.6%,"$10,425",28.8,2020
279,Cherry Hill High School West,9-12,Cherry Hill School District,"1,362",26.9%,"$9,892",28.7,2020
280,Bayonne Alternative High School,9-12,Bayonne School District,141,52.5%,"$10,464",28.5,2020
281,Gateway Regional High School,7-12,Gateway Regional High School District,875,27.3%,"$16,391",28.2,2020
282,Wildwood High School,9-12,Wildwood City School District,251,69.3%,"$20,579",28.2,2020
283,Brick Township High School,9-12,Brick Township Public School District,"1,314",30.9%,"$9,209",28.1,2020
284,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,"1,701",60.6%,"$9,416",27.1,2020
285,Innovation High School,9-12,Jersey City Public Schools,312,60.6%,"$9,809",27,2020
286,Belleville High School,9-12,Belleville Public School District,"1,358",54.0%,,26.9,2020
287,Gloucester City High School,9-12,Gloucester City Public School District,587,58.6%,"$11,344",26.9,2020
288,Franklin High School,9-12,Franklin Township Public School District,"2,168",42.6%,"$8,609",26.7,2020
289,Pennsauken High School,9-12,Pennsauken Township Board of Education School District,"1,397",,"$10,909",26.5,2020
290,Timber Creek Regional High School,9-12,Black Horse Pike Regional School District,"1,187",26.4%,"$10,893",26.1,2020
291,Pennsville Memorial High School,9-12,Pennsville School District,438,28.1%,"$16,929",26,2020
292,Kearny High School,9-12,Kearny,"1,750",54.6%,"$9,102",25.9,2020
293,Deptford Township High School,9-12,Deptford Township Public School District,"1,009",38.1%,"$8,367",25.9,2020
294,Roselle Park High School,9-12,Roselle Park Public School District,609,33.8%,"$10,753",25.9,2020
295,Manville High School,9-12,Manville School District,450,42.2%,"$10,806",25.6,2020
296,Clifton High School,9-12,Clifton Public School District,"2,891",55.6%,"$12,104",25.2,2020
297,Rosa L. Parks School of Fine and Performing Arts,9-12,Paterson Public School District,238,56.3%,"$17,357",25.1,2020
298,Clayton High School,9-12,Clayton Public School District,420,44.3%,"$8,878",25.1,2020
299,The Barack Obama Green Charter High School,9-12,The Barack Obama Green Charter High School District,240,80.4%,"$9,321",24.5,2020
300,Linden High School,9-12,Linden Public School District,"1,729",43.8%,"$8,990",24.2,2020
401,Woodrow Wilson High School,9-12,Camden City School District,562,54.4%,"$20,818",3.6,2020
